"","nom_comarca","nivell","nom_naturalesa","nom_ensenyament","edat","places ofertades","assignacions","% ocupades","dem","Curs"
"1","Alt Camp","1","Privat","Educacio infantil 2n cicle",3,115,92,80,"Catalunya","1-Educacio infantil 2n cicle"
"2","Alt Camp","1","Privat","Educacio primaria",6,12,2,16.7,"Catalunya","1-Educacio primaria"
"3","Alt Camp","1","Privat","Educacio secundaria obligatoria",12,12,7,58.3,"Catalunya","1-Educacio secundaria obligatoria"
"4","Alt Camp","1","Public","Educacio infantil 2n cicle",3,415,270,65.1,"Catalunya","1-Educacio infantil 2n cicle"
"5","Alt Camp","1","Public","Educacio primaria",6,124,4,3.2,"Catalunya","1-Educacio primaria"
"6","Alt Camp","1","Public","Educacio secundaria obligatoria",12,419,404,96.4,"Catalunya","1-Educacio secundaria obligatoria"
"7","Alt Camp","2","Privat","Educacio infantil 2n cicle",4,20,3,15,"Catalunya","2-Educacio infantil 2n cicle"
"8","Alt Camp","2","Privat","Educacio primaria",7,4,0,0,"Catalunya","2-Educacio primaria"
"9","Alt Camp","2","Privat","Educacio secundaria obligatoria",13,9,1,11.1,"Catalunya","2-Educacio secundaria obligatoria"
"10","Alt Camp","2","Public","Educacio infantil 2n cicle",4,111,7,6.3,"Catalunya","2-Educacio infantil 2n cicle"
"11","Alt Camp","2","Public","Educacio primaria",7,96,1,1,"Catalunya","2-Educacio primaria"
"12","Alt Camp","2","Public","Educacio secundaria obligatoria",13,21,4,19,"Catalunya","2-Educacio secundaria obligatoria"
"13","Alt Camp","3","Privat","Educacio infantil 2n cicle",5,11,1,9.1,"Catalunya","3-Educacio infantil 2n cicle"
"14","Alt Camp","3","Privat","Educacio primaria",8,1,1,100,"Catalunya","3-Educacio primaria"
"15","Alt Camp","3","Privat","Educacio secundaria obligatoria",14,18,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"16","Alt Camp","3","Public","Educacio infantil 2n cicle",5,104,6,5.8,"Catalunya","3-Educacio infantil 2n cicle"
"17","Alt Camp","3","Public","Educacio primaria",8,99,9,9.1,"Catalunya","3-Educacio primaria"
"18","Alt Camp","3","Public","Educacio secundaria obligatoria",14,19,6,31.6,"Catalunya","3-Educacio secundaria obligatoria"
"19","Alt Camp","4","Privat","Educacio primaria",9,3,1,33.3,"Catalunya","4-Educacio primaria"
"20","Alt Camp","4","Privat","Educacio secundaria obligatoria",15,19,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"21","Alt Camp","4","Public","Educacio primaria",9,96,2,2.1,"Catalunya","4-Educacio primaria"
"22","Alt Camp","4","Public","Educacio secundaria obligatoria",15,4,1,25,"Catalunya","4-Educacio secundaria obligatoria"
"23","Alt Camp","5","Privat","Educacio primaria",10,1,1,100,"Catalunya","5-Educacio primaria"
"24","Alt Camp","5","Public","Educacio primaria",10,100,6,6,"Catalunya","5-Educacio primaria"
"25","Alt Camp","6","Privat","Educacio primaria",11,0,1,Inf,"Catalunya","6-Educacio primaria"
"26","Alt Camp","6","Public","Educacio primaria",11,82,1,1.2,"Catalunya","6-Educacio primaria"
"27","Alt Emporda","1","Privat","Educacio infantil 2n cicle",3,170,162,95.3,"Catalunya","1-Educacio infantil 2n cicle"
"28","Alt Emporda","1","Privat","Educacio primaria",6,2,1,50,"Catalunya","1-Educacio primaria"
"29","Alt Emporda","1","Privat","Educacio secundaria obligatoria",12,49,37,75.5,"Catalunya","1-Educacio secundaria obligatoria"
"30","Alt Emporda","1","Public","Educacio infantil 2n cicle",3,1297,1053,81.2,"Catalunya","1-Educacio infantil 2n cicle"
"31","Alt Emporda","1","Public","Educacio primaria",6,109,16,14.7,"Catalunya","1-Educacio primaria"
"32","Alt Emporda","1","Public","Educacio secundaria obligatoria",12,1344,1258,93.6,"Catalunya","1-Educacio secundaria obligatoria"
"33","Alt Emporda","2","Privat","Educacio infantil 2n cicle",4,1,2,200,"Catalunya","2-Educacio infantil 2n cicle"
"34","Alt Emporda","2","Privat","Educacio primaria",7,6,6,100,"Catalunya","2-Educacio primaria"
"35","Alt Emporda","2","Privat","Educacio secundaria obligatoria",13,10,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"36","Alt Emporda","2","Public","Educacio infantil 2n cicle",4,146,15,10.3,"Catalunya","2-Educacio infantil 2n cicle"
"37","Alt Emporda","2","Public","Educacio primaria",7,104,10,9.6,"Catalunya","2-Educacio primaria"
"38","Alt Emporda","2","Public","Educacio secundaria obligatoria",13,60,12,20,"Catalunya","2-Educacio secundaria obligatoria"
"39","Alt Emporda","3","Privat","Educacio infantil 2n cicle",5,1,4,400,"Catalunya","3-Educacio infantil 2n cicle"
"40","Alt Emporda","3","Privat","Educacio primaria",8,1,4,400,"Catalunya","3-Educacio primaria"
"41","Alt Emporda","3","Privat","Educacio secundaria obligatoria",14,7,3,42.9,"Catalunya","3-Educacio secundaria obligatoria"
"42","Alt Emporda","3","Public","Educacio infantil 2n cicle",5,135,11,8.1,"Catalunya","3-Educacio infantil 2n cicle"
"43","Alt Emporda","3","Public","Educacio primaria",8,97,15,15.5,"Catalunya","3-Educacio primaria"
"44","Alt Emporda","3","Public","Educacio secundaria obligatoria",14,6,10,166.7,"Catalunya","3-Educacio secundaria obligatoria"
"45","Alt Emporda","4","Privat","Educacio primaria",9,0,2,Inf,"Catalunya","4-Educacio primaria"
"46","Alt Emporda","4","Privat","Educacio secundaria obligatoria",15,1,2,200,"Catalunya","4-Educacio secundaria obligatoria"
"47","Alt Emporda","4","Public","Educacio primaria",9,115,8,7,"Catalunya","4-Educacio primaria"
"48","Alt Emporda","4","Public","Educacio secundaria obligatoria",15,67,6,9,"Catalunya","4-Educacio secundaria obligatoria"
"49","Alt Emporda","5","Privat","Educacio primaria",10,0,4,Inf,"Catalunya","5-Educacio primaria"
"50","Alt Emporda","5","Public","Educacio primaria",10,104,9,8.7,"Catalunya","5-Educacio primaria"
"51","Alt Emporda","6","Privat","Educacio primaria",11,0,1,Inf,"Catalunya","6-Educacio primaria"
"52","Alt Emporda","6","Public","Educacio primaria",11,139,7,5,"Catalunya","6-Educacio primaria"
"53","Alt Penedes","1","Privat","Educacio infantil 2n cicle",3,250,196,78.4,"Catalunya","1-Educacio infantil 2n cicle"
"54","Alt Penedes","1","Privat","Educacio primaria",6,28,6,21.4,"Catalunya","1-Educacio primaria"
"55","Alt Penedes","1","Privat","Educacio secundaria obligatoria",12,41,35,85.4,"Catalunya","1-Educacio secundaria obligatoria"
"56","Alt Penedes","1","Public","Educacio infantil 2n cicle",3,883,761,86.2,"Catalunya","1-Educacio infantil 2n cicle"
"57","Alt Penedes","1","Public","Educacio primaria",6,63,11,17.5,"Catalunya","1-Educacio primaria"
"58","Alt Penedes","1","Public","Educacio secundaria obligatoria",12,971,890,91.7,"Catalunya","1-Educacio secundaria obligatoria"
"59","Alt Penedes","2","Privat","Educacio infantil 2n cicle",4,31,5,16.1,"Catalunya","2-Educacio infantil 2n cicle"
"60","Alt Penedes","2","Privat","Educacio primaria",7,11,3,27.3,"Catalunya","2-Educacio primaria"
"61","Alt Penedes","2","Privat","Educacio secundaria obligatoria",13,0,0,NA,"Catalunya","2-Educacio secundaria obligatoria"
"62","Alt Penedes","2","Public","Educacio infantil 2n cicle",4,82,12,14.6,"Catalunya","2-Educacio infantil 2n cicle"
"63","Alt Penedes","2","Public","Educacio primaria",7,99,6,6.1,"Catalunya","2-Educacio primaria"
"64","Alt Penedes","2","Public","Educacio secundaria obligatoria",13,23,6,26.1,"Catalunya","2-Educacio secundaria obligatoria"
"65","Alt Penedes","3","Privat","Educacio infantil 2n cicle",5,7,2,28.6,"Catalunya","3-Educacio infantil 2n cicle"
"66","Alt Penedes","3","Privat","Educacio primaria",8,0,0,NA,"Catalunya","3-Educacio primaria"
"67","Alt Penedes","3","Privat","Educacio secundaria obligatoria",14,6,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"68","Alt Penedes","3","Public","Educacio infantil 2n cicle",5,70,18,25.7,"Catalunya","3-Educacio infantil 2n cicle"
"69","Alt Penedes","3","Public","Educacio primaria",8,80,10,12.5,"Catalunya","3-Educacio primaria"
"70","Alt Penedes","3","Public","Educacio secundaria obligatoria",14,32,4,12.5,"Catalunya","3-Educacio secundaria obligatoria"
"71","Alt Penedes","4","Privat","Educacio primaria",9,0,0,NA,"Catalunya","4-Educacio primaria"
"72","Alt Penedes","4","Privat","Educacio secundaria obligatoria",15,0,0,NA,"Catalunya","4-Educacio secundaria obligatoria"
"73","Alt Penedes","4","Public","Educacio primaria",9,67,9,13.4,"Catalunya","4-Educacio primaria"
"74","Alt Penedes","4","Public","Educacio secundaria obligatoria",15,11,5,45.5,"Catalunya","4-Educacio secundaria obligatoria"
"75","Alt Penedes","5","Privat","Educacio primaria",10,0,0,NA,"Catalunya","5-Educacio primaria"
"76","Alt Penedes","5","Public","Educacio primaria",10,94,13,13.8,"Catalunya","5-Educacio primaria"
"77","Alt Penedes","6","Privat","Educacio primaria",11,0,0,NA,"Catalunya","6-Educacio primaria"
"78","Alt Penedes","6","Public","Educacio primaria",11,89,5,5.6,"Catalunya","6-Educacio primaria"
"79","Alt Urgell","1","Privat","Educacio infantil 2n cicle",3,44,39,88.6,"Catalunya","1-Educacio infantil 2n cicle"
"80","Alt Urgell","1","Privat","Educacio primaria",6,6,2,33.3,"Catalunya","1-Educacio primaria"
"81","Alt Urgell","1","Privat","Educacio secundaria obligatoria",12,7,2,28.6,"Catalunya","1-Educacio secundaria obligatoria"
"82","Alt Urgell","1","Public","Educacio infantil 2n cicle",3,127,78,61.4,"Catalunya","1-Educacio infantil 2n cicle"
"83","Alt Urgell","1","Public","Educacio primaria",6,11,5,45.5,"Catalunya","1-Educacio primaria"
"84","Alt Urgell","1","Public","Educacio secundaria obligatoria",12,173,163,94.2,"Catalunya","1-Educacio secundaria obligatoria"
"85","Alt Urgell","2","Privat","Educacio infantil 2n cicle",4,1,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"86","Alt Urgell","2","Privat","Educacio primaria",7,10,1,10,"Catalunya","2-Educacio primaria"
"87","Alt Urgell","2","Privat","Educacio secundaria obligatoria",13,14,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"88","Alt Urgell","2","Public","Educacio infantil 2n cicle",4,16,3,18.8,"Catalunya","2-Educacio infantil 2n cicle"
"89","Alt Urgell","2","Public","Educacio primaria",7,26,1,3.8,"Catalunya","2-Educacio primaria"
"90","Alt Urgell","2","Public","Educacio secundaria obligatoria",13,27,5,18.5,"Catalunya","2-Educacio secundaria obligatoria"
"91","Alt Urgell","3","Privat","Educacio infantil 2n cicle",5,4,1,25,"Catalunya","3-Educacio infantil 2n cicle"
"92","Alt Urgell","3","Privat","Educacio primaria",8,15,0,0,"Catalunya","3-Educacio primaria"
"93","Alt Urgell","3","Privat","Educacio secundaria obligatoria",14,6,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"94","Alt Urgell","3","Public","Educacio infantil 2n cicle",5,19,3,15.8,"Catalunya","3-Educacio infantil 2n cicle"
"95","Alt Urgell","3","Public","Educacio primaria",8,25,2,8,"Catalunya","3-Educacio primaria"
"96","Alt Urgell","3","Public","Educacio secundaria obligatoria",14,16,7,43.8,"Catalunya","3-Educacio secundaria obligatoria"
"97","Alt Urgell","4","Privat","Educacio primaria",9,0,0,NA,"Catalunya","4-Educacio primaria"
"98","Alt Urgell","4","Privat","Educacio secundaria obligatoria",15,0,0,NA,"Catalunya","4-Educacio secundaria obligatoria"
"99","Alt Urgell","4","Public","Educacio primaria",9,10,1,10,"Catalunya","4-Educacio primaria"
"100","Alt Urgell","4","Public","Educacio secundaria obligatoria",15,28,4,14.3,"Catalunya","4-Educacio secundaria obligatoria"
"101","Alt Urgell","5","Privat","Educacio primaria",10,9,2,22.2,"Catalunya","5-Educacio primaria"
"102","Alt Urgell","5","Public","Educacio primaria",10,9,1,11.1,"Catalunya","5-Educacio primaria"
"103","Alt Urgell","6","Privat","Educacio primaria",11,12,1,8.3,"Catalunya","6-Educacio primaria"
"104","Alt Urgell","6","Public","Educacio primaria",11,19,1,5.3,"Catalunya","6-Educacio primaria"
"105","Alta Ribagorca","1","Public","Educacio infantil 2n cicle",3,35,22,62.9,"Catalunya","1-Educacio infantil 2n cicle"
"106","Alta Ribagorca","1","Public","Educacio primaria",6,6,0,0,"Catalunya","1-Educacio primaria"
"107","Alta Ribagorca","1","Public","Educacio secundaria obligatoria",12,58,53,91.4,"Catalunya","1-Educacio secundaria obligatoria"
"108","Alta Ribagorca","2","Public","Educacio infantil 2n cicle",4,3,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"109","Alta Ribagorca","2","Public","Educacio primaria",7,0,1,Inf,"Catalunya","2-Educacio primaria"
"110","Alta Ribagorca","2","Public","Educacio secundaria obligatoria",13,11,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"111","Alta Ribagorca","3","Public","Educacio infantil 2n cicle",5,13,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"112","Alta Ribagorca","3","Public","Educacio primaria",8,6,0,0,"Catalunya","3-Educacio primaria"
"113","Alta Ribagorca","3","Public","Educacio secundaria obligatoria",14,21,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"114","Alta Ribagorca","4","Public","Educacio primaria",9,13,0,0,"Catalunya","4-Educacio primaria"
"115","Alta Ribagorca","4","Public","Educacio secundaria obligatoria",15,2,1,50,"Catalunya","4-Educacio secundaria obligatoria"
"116","Alta Ribagorca","5","Public","Educacio primaria",10,6,0,0,"Catalunya","5-Educacio primaria"
"117","Alta Ribagorca","6","Public","Educacio primaria",11,13,1,7.7,"Catalunya","6-Educacio primaria"
"118","Anoia","1","Privat","Educacio infantil 2n cicle",3,378,286,75.7,"Catalunya","1-Educacio infantil 2n cicle"
"119","Anoia","1","Privat","Educacio primaria",6,82,6,7.3,"Catalunya","1-Educacio primaria"
"120","Anoia","1","Privat","Educacio secundaria obligatoria",12,169,155,91.7,"Catalunya","1-Educacio secundaria obligatoria"
"121","Anoia","1","Public","Educacio infantil 2n cicle",3,1151,766,66.6,"Catalunya","1-Educacio infantil 2n cicle"
"122","Anoia","1","Public","Educacio primaria",6,205,17,8.3,"Catalunya","1-Educacio primaria"
